date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:42	126722/126722	---M--	200	added ('OK')	image/png	etag:%221ef02-55e0aead38c81%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/CGALogo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/CGALogo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:42	316677/316677	---M--	200	added ('OK')	image/jpeg	etag:%224d505-55e0b3ae90a87%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/420LAWS-App-image.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/420LAWS-App-image.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:46:42	8081/8081	---M--	200	added ('OK')	image/png	etag:%221f91-55d6ba9392ab4%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/CFNMediaGroup_logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/CFNMediaGroup_logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:43	782873/782873	---M--	200	added ('OK')	image/png	etag:%22bf219-55e0b43e7d564%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/dark-heart-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/dark-heart-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:43	221845/221845	---M--	200	added ('OK')	image/png	etag:%2236295-55e0b4b012f1c%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/pro-civicus.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/pro-civicus.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:43	88517/88517	---M--	200	added ('OK')	image/png	etag:%22159c5-55e1db757cdad%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/GRC-Logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/GRC-Logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:43	12816/12816	---M--	200	added ('OK')	image/png	etag:%223210-55c66173255dd%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/10/VegasCannabisMagazine.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/10/VegasCannabisMagazine.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:44	1265336/1265336	---M--	200	added ('OK')	image/png	etag:%22134eb8-55bffc53878aa%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/10/AniraLogo-1.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/10/AniraLogo-1.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:44	212684/212684	---M--	200	added ('OK')	image/png	etag:%2233ecc-55c66162c64e8%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/10/freedomleaf-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/10/freedomleaf-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:44	164206/164206	---M--	200	added ('OK')	image/jpeg	etag:%222816e-55e0ae9e98c90%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/BigWhiteOBL.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/BigWhiteOBL.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:46:44	52514/52514	---M--	200	added ('OK')	image/png	etag:%22cd22-55e0b55152d70%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/arcview-logo-horizontal-fullcolor.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/arcview-logo-horizontal-fullcolor.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:44	320514/320514	---M--	200	added ('OK')	image/png	etag:%224e402-55e0b6a4eb810%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/that-taffy-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/that-taffy-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:45	764959/764959	---M--	200	added ('OK')	image/png	etag:%22bac1f-55c6653cd0752%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/10/Rootzfest-logo-black-text.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/10/Rootzfest-logo-black-text.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:45	277827/277827	---M--	200	added ('OK')	image/png	etag:%2243d43-55e0b4d35fa90%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/Janes-Brew-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/Janes-Brew-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:45	46895/46895	---M--	200	added ('OK')	image/jpeg	etag:%22b72f-55e0b1e227e1f%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/pidc.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/pidc.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:46:45	64940/64940	---M--	200	added ('OK')	image/jpeg	etag:%22fdac-55e0b4cc242c4%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/IMG_0062.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/IMG_0062.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:46:45	18999/18999	---M--	200	added ('OK')	image/png	etag:%224a37-55d68a9460a5e%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/final_logo_hi-res.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/final_logo_hi-res.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:46	300823/300823	---M--	200	added ('OK')	image/png	etag:%2249717-55e0b61ca38b2%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/finca.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/finca.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:46	2699/2699	---M--	200	added ('OK')	image/png	etag:%22a8b-55e20296559ac%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/medishare-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/medishare-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:46:53	302121/302121	---M--	200	added ('OK')	image/png	etag:%2249c29-55c789ddff943%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/10/jimmys-deli-logo.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/10/jimmys-deli-logo.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:07	92213/92213	---M--	200	added ('OK')	image/jpeg	etag:%2216835-54f6f53a9e516%22	http://oaksterdamuniversity.com/wp-content/uploads/2017/03/129_12383497_1590550501267815_81026467_n.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/03/129_12383497_1590550501267815_81026467_n.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:47:52	496050/496050	---M--	200	added ('OK')	image/jpeg	etag:%22791b2-54f6eabbb1a84%22	http://oaksterdamuniversity.com/wp-content/uploads/2015/12/graduation-green.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2015/12/graduation-green.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:47:53	1549454/1549454	---M--	200	added ('OK')	image/png	etag:%2217a48e-55929cc10e646%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/lake-merritt.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/lake-merritt.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:53	2242113/2242113	---M--	200	added ('OK')	image/png	etag:%22223641-55e0b4f391611%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/11/Moms-branding-.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/11/Moms-branding-.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:53	922702/922702	---M--	200	added ('OK')	image/jpeg	etag:%22e144e-559b6e53b4d21%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/slide_img_3.jpg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/slide_img_3.jpg	(from https://oaksterdamuniversity.com/anniversary/)
08:47:57	1079236/1079236	---M--	200	added ('OK')	image/png	etag:%221077c4-55915ff198180%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/Green-metallic-leaf.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/Green-metallic-leaf.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:57	1079236/1079236	---M--	200	added ('OK')	image/png	etag:%221077c4-55915fe1e23e6%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/gold-leaf.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/gold-leaf.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:58	1054449/1054449	---M--	200	added ('OK')	image/png	etag:%221016f1-54fd56801c833%22	https://oaksterdamuniversity.com/wp-content/uploads/2015/12/Oaksterdam-University-logo-500x500-transparent.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2015/12/Oaksterdam-University-logo-500x500-transparent.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:58	8892/8892	---M-Z	200	added ('OK')	text/css	etag:%2222bc-54f6f3fb3b7bb-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/logos-showcase/styles.css?ver=4.9.7	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/logos-showcase/styles37cb.css	(from https://oaksterdamuniversity.com/anniversary/)
08:47:59	1079236/1079236	---M--	200	added ('OK')	image/png	etag:%221077c4-55915fbf09bf4%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/bronze-leaf.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/bronze-leaf.png	(from https://oaksterdamuniversity.com/anniversary/)
08:47:59	2518/2518	---M-Z	200	added ('OK')	application/javascript	etag:%229d6-54f6f466aa3bd-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/js/idle-timer.min.js?ver=1.3.4	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/js/idle-timer.minc412.js	(from https://oaksterdamuniversity.com/anniversary/)
08:47:59	26371/26371	---M-Z	200	added ('OK')	application/javascript	etag:%226703-54f6f4662cbc0-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/js/custom.js?ver=1.3.4	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/js/customc412.js	(from https://oaksterdamuniversity.com/anniversary/)
08:47:59	2120/2120	---M-Z	200	added ('OK')	application/javascript	etag:%22848-54f6eadc156df-gzip%22	https://oaksterdamuniversity.com/wp-content/themes/Divi-Child/vender/jPopup/js/jPopup.min.js?ver=4.9.7	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi-Child/vender/jPopup/js/jPopup.min37cb.js	(from https://oaksterdamuniversity.com/anniversary/)
08:47:59	255651/255651	---M-Z	200	added ('OK')	application/javascript	etag:%223e6a3-56e27c16e95bf-gzip%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/js/custom.min.js?ver=3.6	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/js/custom.min039c.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	21514/21514	---M-Z	200	added ('OK')	application/javascript	etag:%22540a-55915aa311466-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/core/templates/global_assets/scripts/espresso_core.js?ver=4.9.46.p	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/core/templates/global_assets/scripts/espresso_core7e97.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	4210/4210	---M-Z	200	added ('OK')	application/javascript	etag:%221072-55915aa43d98a-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/modules/ticket_selector/assets/ticket_selector.js?ver=4.9.46.p	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/modules/ticket_selector/assets/ticket_selector7e97.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	6511296/6511296	---M--	200	added ('OK')	image/png	etag:%22635ac0-55917842259d9%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/sponsor-background-bw2.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/sponsor-background-bw2.png	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	1557/1557	---M-Z	200	added ('OK')	application/javascript	etag:%22615-55915aa30d9c2-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/core/templates/global_assets/scripts/checkbox_dropdown_selector.js?ver=4.9.46.p	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/event-espresso-core-reg/core/templates/global_assets/scripts/checkbox_dropdown_selector7e97.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	4000/4000	---M-Z	200	added ('OK')	application/javascript	etag:%22fa0-54f90e7f5d3e3-gzip%22	https://oaksterdamuniversity.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-includes/js/jquery/ui/core.mine899.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:00	6527/6527	---M-Z	200	added ('OK')	application/javascript	etag:%22197f-54f90e7f589a0-gzip%22	https://oaksterdamuniversity.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-includes/js/jquery/ui/position.mine899.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:01	40934/40934	---M-Z	200	added ('OK')	application/javascript	etag:%229fe6-55bfdaabc6840-gzip%22	https://oaksterdamuniversity.com/wp-content/plugins/popup-maker/assets/js/site.min.js?defer&ver=1.6.6	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/popup-maker/assets/js/site.min2d21.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:01	1345/1345	---M-Z	200	added ('OK')	application/javascript	etag:%22541-56e27c1538b41-gzip%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/js/common.js?ver=3.6	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/js/common039c.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:01	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%22576-54f90e7ff26e3-gzip%22	https://oaksterdamuniversity.com/wp-includes/js/wp-embed.min.js?ver=4.9.7	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-includes/js/wp-embed.min37cb.js	(from https://oaksterdamuniversity.com/anniversary/)
08:48:01	15260/15260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223b9c-54f6f45ac8f03%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.eot	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.eot	(from https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/style.css?ver=1.3.4)
08:48:01	15260/15260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223b9c-54f6f45ac8f03%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.eot?	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarchd41d.eot	(from https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/style.css?ver=1.3.4)
08:48:02	15096/15096	---M--	200	added ('OK')	application/x-font-ttf	etag:%223af8-54f6f45c9b0bd%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.ttf	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.ttf	(from https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/style.css?ver=1.3.4)
08:48:02	15172/15172	---M--	200	added ('OK')	application/x-font-woff	etag:%223b44-54f6f45d22ccd%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.woff	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.woff	(from https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/style.css?ver=1.3.4)
08:48:02	53191/53191	---M--	200	added ('OK')	image/svg+xml	etag:%22cfc7-54f6f45b5ab4d%22	https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.svg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/monarch/css/fonts/monarch.svg	(from https://oaksterdamuniversity.com/wp-content/plugins/monarch/css/style.css?ver=1.3.4)
08:48:03	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216994-56e27c153299f%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:03	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216994-56e27c153299f%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.eot?	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:03	92400/92400	---M--	200	added ('OK')	application/x-font-ttf	etag:%22168f0-56e27c15344ec%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:04	92476/92476	---M--	200	added ('OK')	application/x-font-woff	etag:%221693c-56e27c1534cc3%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:04	301078/301078	---M--	200	added ('OK')	image/svg+xml	etag:%2249816-56e27c1533d15%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:04	1422/1422	---M--	200	added ('OK')	image/gif	etag:%2258e-56e27c16cd85e%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:04	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2224d3-56e27c16cd0a4%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:05	17119/17119	---M--	200	added ('OK')	image/png	etag:%2242df-56e27c15af9b6%22	https://oaksterdamuniversity.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://oaksterdamuniversity.com/wp-content/themes/Divi/style.css?ver=4.9.7)
08:48:05	2632/2632	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a48-54f6f8c0306c5%22	https://oaksterdamuniversity.com/wp-content/plugins/tablepress/css/tablepress.eot	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/tablepress/css/tablepress.eot	(from https://oaksterdamuniversity.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.8)
08:48:05	2632/2632	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a48-54f6f8c0306c5%22	https://oaksterdamuniversity.com/wp-content/plugins/tablepress/css/tablepress.eot?	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/plugins/tablepress/css/tablepressd41d.eot	(from https://oaksterdamuniversity.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.8)
08:48:12	1079236/1079236	---M--	200	added ('OK')	image/png	etag:%221077c4-55915fd168d0c%22	https://oaksterdamuniversity.com/wp-content/uploads/2017/09/silver-leaf.png	C:/My%20Web%20Sites/10%20nam%20ra%20truong/oaksterdamuniversity.com/wp-content/uploads/2017/09/silver-leaf.png	(from https://oaksterdamuniversity.com/anniversary/)
